timestamp_s,arm_pos_rad,arm_actual_vel_rad_s,pendulum_pos_rad,pendulum_vel_rad_s,action_cmd
1e-05,0.0,0.0,0.6104,0.0,0.5585
0.02508,0.0,0.0,0.6104,0.0,0.5455
0.05009,0.0164,2.0607,0.6104,0.0,0.6383
0.07508,0.0517,4.4396,0.6104,0.0,0.7038
0.10009,0.0916,5.0051,0.6104,0.0,0.7269
0.12508,0.1314,5.0083,0.6104,0.0,0.7133
0.15008,0.1711,4.9872,0.6104,0.0,0.6955
0.17512,0.2109,5.0001,0.6104,0.0,0.68
0.20008,0.2508,5.014,0.6104,0.0,0.6641
0.2251,0.2905,4.984,-0.999,1.0,0.4793
0.25018,0.3303,4.9905,-0.9989,0.0005,0.0421
0.27528,0.3703,5.0063,-0.9991,-0.001,-0.3302
0.30009,0.4003,3.7993,-0.9991,0.0,-0.5341
0.32509,0.4142,1.7471,-0.9991,0.0,-0.6101
0.3501,0.4102,-0.5104,-0.999,0.0005,-0.5703
0.37516,0.3889,-2.664,-0.9993,-0.001,-0.5235
0.40008,0.352,-4.6489,-0.9993,0.0,-0.4712
0.42509,0.3123,-4.9852,-0.999,0.001,-0.4123
0.45009,0.2727,-4.9868,-0.9991,-0.0005,-0.3353
0.47522,0.2328,-4.9804,-0.9991,0.0,-0.2604
0.50009,0.1928,-5.0532,-0.9991,0.0,-0.1919
0.52508,0.1533,-4.9694,-0.9989,0.001,-0.1217
0.55065,0.1134,-4.8959,-0.9991,-0.001,-0.0483
0.57511,0.0728,-5.2175,-0.999,0.0005,0.0166
0.60009,0.0342,-4.8538,-0.999,0.0,0.0854
0.62508,-0.0025,-4.6159,-0.9993,-0.001,0.1552
0.65008,-0.0345,-4.025,-0.999,0.001,0.2099
0.67509,-0.0605,-3.2579,-0.9995,-0.002,0.239
0.70008,-0.0792,-2.3571,-0.9989,0.0026,0.2315
0.72513,-0.0909,-1.4697,-0.9991,-0.001,0.1891
0.75008,-0.0972,-0.787,-0.999,0.0005,0.1188
0.7751,-0.0997,-0.314,-0.9996,-0.0026,0.0577
0.80011,-0.1006,-0.1177,-0.9993,0.0015,0.0183
0.82514,-0.1011,-0.0588,-0.9988,0.002,-0.0011
0.85008,-0.1014,-0.0394,-0.9989,-0.0005,-0.0068
0.87507,-0.102,-0.0786,-0.999,-0.0005,-0.0051
0.90014,-0.1028,-0.0979,-0.999,0.0,-0.0029
0.9251,-0.1036,-0.0983,-0.9994,-0.0015,0.0009
0.95016,-0.1044,-0.0979,-0.9993,0.0005,0.0004
0.97507,-0.1052,-0.0985,-0.9994,-0.0005,0.0022
1.00009,-0.1059,-0.0981,-0.999,0.0015,0.0004
1.02508,-0.1066,-0.0786,-0.9989,0.0005,-0.0005
1.05008,-0.1073,-0.0982,-0.9991,-0.001,0.0034
1.07521,-0.108,-0.0782,-0.9995,-0.0015,0.005
1.10009,-0.1084,-0.0592,-0.9991,0.0015,0.0004
1.12509,-0.1089,-0.0589,-0.9993,-0.0005,0.0014
1.15014,-0.1094,-0.0588,-0.9991,0.0005,0.0007
1.17512,-0.1098,-0.0589,-0.999,0.0005,0.0006
1.2002,-0.1102,-0.0392,-0.9991,-0.0005,0.0005
1.22509,-0.1105,-0.0394,-0.9988,0.0015,-0.0022
1.25011,-0.1109,-0.0589,-0.999,-0.001,0.0019
1.27508,-0.1114,-0.059,-0.9994,-0.0015,0.005
1.30014,-0.1116,-0.0196,-0.999,0.0015,-0.0008
1.32508,-0.1119,-0.0394,-0.999,0.0,0.0004
1.35008,-0.112,-0.0196,-0.9988,0.001,-0.0022
1.37527,-0.1123,-0.039,-0.999,-0.001,0.0013
1.40013,-0.1127,-0.0395,-0.9991,-0.0005,0.0026
1.42514,-0.1128,-0.0196,-0.9991,0.0,0.001
1.45009,-0.113,-0.0197,-0.9993,-0.0005,0.0013
1.47509,-0.1131,-0.0196,-0.9989,0.0015,-0.0014
1.50014,-0.1133,-0.0196,-0.9987,0.001,-0.0022
1.52509,-0.1136,-0.0394,-0.9977,0.0041,-0.0059
1.55015,-0.1139,-0.0392,-0.9963,0.0056,-0.0115
1.57529,-0.1147,-0.0976,-0.9951,0.0051,-0.0101
1.60009,-0.1158,-0.1385,-0.9938,0.0056,-0.0089
1.6251,-0.117,-0.1571,-0.9932,0.0026,-0.004
1.65014,-0.1184,-0.1764,-0.9926,0.0026,-0.0007
1.67513,-0.12,-0.1965,-0.9932,-0.0026,0.0099
1.70009,-0.1211,-0.1377,-0.9934,-0.001,0.0088
1.7251,-0.122,-0.1178,-0.9932,0.001,0.0048
1.75009,-0.1228,-0.0982,-0.9926,0.0026,-0.0006
1.77508,-0.1236,-0.0982,-0.9927,-0.0005,0.0014
1.80009,-0.1244,-0.0982,-0.9951,-0.0102,0.0181
1.82511,-0.1245,-0.0196,-0.9976,-0.0102,0.0232
1.8501,-0.1241,0.0589,-0.9987,-0.0046,0.0144
1.87508,-0.1231,0.1179,-0.996,0.0112,-0.0149
1.90008,-0.1227,0.0589,-0.9899,0.0256,-0.052
1.92509,-0.1237,-0.1374,-0.9767,0.0552,-0.1115
1.9501,-0.1281,-0.5495,-0.9559,0.0869,-0.1816
1.97514,-0.138,-1.235,-0.9315,0.1023,-0.2192
2.0001,-0.1544,-2.0652,-0.9091,0.0941,-0.1853
2.02509,-0.1762,-2.7501,-0.8926,0.069,-0.1232
2.05008,-0.2017,-3.2006,-0.8782,0.0603,-0.0853
2.07517,-0.2298,-3.5226,-0.8638,0.0603,-0.0562
2.10009,-0.2597,-3.7614,-0.8495,0.0598,-0.0397
2.12509,-0.2906,-3.889,-0.8337,0.066,-0.0376
2.15009,-0.3228,-4.0436,-0.814,0.0828,-0.0553
2.17512,-0.3566,-4.2375,-0.7942,0.0828,-0.0813
2.20009,-0.3927,-4.5406,-0.781,0.0552,-0.1014
2.22524,-0.4319,-4.8978,-0.7697,0.0476,-0.108
2.25008,-0.4719,-5.0593,-0.7565,0.0552,-0.1067
2.27509,-0.5114,-4.9666,-0.7423,0.0593,-0.1065
2.3001,-0.5513,-5.0052,-0.7275,0.0619,-0.1062
2.3251,-0.5911,-5.0071,-0.7147,0.0537,-0.1032
2.35008,-0.6308,-4.9895,-0.7026,0.0506,-0.0944
2.37512,-0.6706,-5.0004,-0.6893,0.0557,-0.0821
2.40009,-0.6944,-2.9872,-0.674,0.0644,-0.1077
2.42514,-0.6944,0.0,-0.6573,0.0695,-0.0893
2.45009,-0.6944,0.0,-0.6393,0.0757,-0.0714
2.4751,-0.6944,0.0,-0.6239,0.0644,-0.0399
2.50009,-0.6944,0.0,-0.6108,0.0547,-0.0139
2.52511,-0.6944,0.0,-0.5936,0.0721,-0.0021
2.55015,-0.6944,0.0,-0.5723,0.0895,0.008
2.57512,-0.6942,0.0197,-0.551,0.089,0.036
2.60009,-0.693,0.1573,-0.5288,0.0931,0.0974
2.6251,-0.6887,0.53,-0.5063,0.0941,0.2367
2.65014,-0.6773,1.4312,-0.4868,0.0818,0.6069
2.67513,-0.648,3.6929,-0.4679,0.0793,1.0
2.70009,-0.6081,5.0146,-0.4456,0.0936,1.0
2.72509,-0.5684,4.9864,-0.4209,0.1033,1.0
2.7501,-0.5286,5.0063,-0.397,0.1002,1.0
2.77516,-0.4889,4.9737,-0.3728,0.1012,1.0
2.80009,-0.4489,5.0417,-0.3506,0.0931,1.0
2.8251,-0.4092,4.9859,-0.3309,0.0823,1.0
2.85011,-0.3695,4.985,-0.3079,0.0966,1.0
2.87516,-0.3297,4.9959,-0.2867,0.0885,1.0
2.9001,-0.2898,5.0196,-0.2709,0.0665,1.0
2.92517,-0.2502,4.9723,-0.259,0.0496,1.0
2.95009,-0.2102,5.0427,-0.2462,0.0537,1.0
2.97518,-0.1706,4.9509,-0.2328,0.0562,1.0
3.00012,-0.1306,5.0379,-0.2213,0.0481,1.0
3.02509,-0.0909,4.9934,-0.209,0.0516,1.0
3.05009,-0.0512,4.9884,-0.1954,0.0568,1.0
3.07515,-0.0114,4.9937,-0.1825,0.0542,1.0
3.10015,0.0284,5.0066,-0.1674,0.0634,1.0
3.12509,0.0683,5.0205,-0.1498,0.0736,1.0
3.15008,0.108,4.9877,-0.1323,0.0731,1.0
3.1751,0.1478,5.0035,-0.1188,0.0568,1.0
3.20011,0.1875,4.9855,-0.106,0.0537,1.0
3.22518,0.2273,4.9929,-0.0906,0.0644,1.0
3.25014,0.2672,5.0157,-0.0751,0.0649,1.0
3.27508,0.307,5.0176,-0.0603,0.0619,1.0
3.30008,0.3467,4.987,-0.0472,0.0547,1.0
3.32525,0.3864,4.9551,-0.0396,0.0322,1.0
3.35014,0.4266,5.0681,-0.037,0.0107,1.0
3.37507,0.4661,4.9803,-0.0344,0.0107,1.0
3.40008,0.5058,4.9865,-0.0323,0.0087,1.0
3.42509,0.5456,5.0055,-0.0227,0.0404,1.0
3.4501,0.5855,5.0046,-0.0103,0.0522,1.0
3.47511,0.6252,4.984,-0.0084,0.0077,1.0
3.50014,0.665,5.0021,-0.0084,0.0,1.0
3.52509,0.6944,3.6985,-0.0061,0.0097,1.0
3.55009,0.6944,0.0,-0.0076,-0.0061,0.5342
3.57512,0.6944,0.0,-0.0112,-0.0153,0.4375
3.60013,0.6944,0.0,-0.0139,-0.0112,0.4267
3.62509,0.6944,0.0,-0.0104,0.0148,0.2164
3.65009,0.6944,0.0,-0.0045,0.0245,0.0409
3.67511,0.6944,0.0,-0.002,0.0107,0.1003
3.70009,0.6944,0.0,-0.002,0.0,0.1787
3.72508,0.6944,0.0,-0.002,0.0,0.1781
3.75009,0.6944,0.0,0.0028,0.0199,-0.0131
3.77513,0.6941,-0.0392,0.009,0.0261,-0.1848
3.80009,0.6881,-0.7475,0.012,0.0123,-0.6262
3.82515,0.6636,-3.075,0.0112,-0.0031,-1.0
3.85009,0.6238,-5.0191,0.0114,0.0005,-1.0
3.87513,0.5841,-4.9801,0.011,-0.0015,-1.0
3.9001,0.5442,-5.0122,0.0114,0.0015,-1.0
3.92513,0.5044,-4.9998,0.0114,0.0,-1.0
3.95018,0.4645,-4.9972,0.0121,0.0031,-1.0
3.97514,0.4247,-5.016,0.0126,0.002,-1.0
4.00009,0.385,-4.9959,0.0125,-0.0005,-1.0
4.02517,0.3453,-4.9731,0.0125,0.0,-1.0
4.05014,0.3053,-5.0314,0.0128,0.0015,-1.0
4.07515,0.2656,-4.9852,0.012,-0.0036,-1.0
4.10009,0.2258,-5.0201,0.0116,-0.0015,-1.0
4.12515,0.1861,-4.9751,0.0118,0.001,-1.0
4.15014,0.1462,-5.0084,0.0118,0.0,-1.0
4.17516,0.1064,-5.0037,0.012,0.0005,-1.0
4.20008,0.0667,-5.002,0.0118,-0.0005,-1.0
4.22509,0.027,-4.9867,0.012,0.0005,-1.0
4.25015,-0.0128,-4.9949,0.0116,-0.0015,-1.0
4.27517,-0.0527,-5.002,0.0114,-0.001,-1.0
4.30009,-0.0925,-5.023,0.0117,0.0015,-0.9956
4.32508,-0.1322,-4.9887,0.0121,0.0015,-0.9457
4.35008,-0.1719,-4.9875,0.0125,0.0015,-0.8928
4.37517,-0.2117,-4.9896,0.0128,0.0015,-0.841
4.40008,-0.2517,-5.0444,0.0123,-0.002,-0.7849
4.42509,-0.2913,-4.9667,0.0127,0.0015,-0.7288
4.45008,-0.3311,-5.0071,0.0125,-0.001,-0.6752
4.47508,-0.3709,-5.0074,0.0126,0.0005,-0.6163
4.50121,-0.4106,-4.7711,0.0122,-0.0015,-0.5551
4.52512,-0.4523,-5.4816,0.012,-0.001,-0.4937
4.55009,-0.4903,-4.7781,0.0107,-0.0051,-0.4072
4.57513,-0.53,-4.9797,0.0103,-0.002,-0.3549
4.60015,-0.5698,-5.0019,0.0101,-0.0005,-0.2914
4.62513,-0.6097,-5.0107,0.0098,-0.0015,-0.2215
4.65009,-0.6495,-5.0152,0.0065,-0.0138,-0.1458
4.67507,-0.6892,-4.9911,0.0035,-0.0123,-0.086
4.7001,-0.6944,-0.6473,0.0005,-0.0128,0.618
4.72517,-0.6944,0.0,-0.0002,-0.0031,0.8531
4.75008,-0.6689,3.2113,-0.0007,-0.002,1.0
4.77507,-0.6292,4.9898,-0.0005,0.001,1.0
4.80008,-0.5894,5.0042,-0.001,-0.002,1.0
4.82509,-0.5495,5.0056,-0.0013,-0.0015,1.0
4.85008,-0.5098,4.9885,-0.0032,-0.0077,1.0
4.87513,-0.47,4.9982,-0.0044,-0.0051,1.0
4.90008,-0.4302,5.0171,-0.0046,-0.001,1.0
4.92509,-0.3905,4.9849,-0.0052,-0.0026,1.0
4.95009,-0.3506,5.0061,-0.0043,0.0041,1.0
4.97515,-0.3109,4.9764,-0.0021,0.0092,1.0
5.00009,-0.2709,5.039,-0.0016,0.002,1.0
5.02509,-0.2313,4.9869,-0.0022,-0.0026,1.0
5.05014,-0.1916,4.9761,-0.0022,0.0,1.0
5.07513,-0.1516,5.0286,-0.0022,0.0,1.0
5.1001,-0.1119,4.9934,-0.0022,0.0,1.0
5.12509,-0.0722,4.9907,-0.0021,0.0005,1.0
5.15024,-0.0323,4.976,-0.002,0.0005,1.0
5.17529,0.0077,5.0168,-0.0005,0.0061,1.0
5.20014,0.0475,5.0376,0.0009,0.0056,1.0
5.2251,0.087,4.9742,0.0002,-0.0026,1.0
5.25008,0.1269,5.0113,0.0001,-0.0005,1.0
5.27514,0.1666,4.9759,0.0007,0.0026,1.0
5.30009,0.2064,5.0175,0.0018,0.0046,1.0
5.32508,0.2461,4.9886,0.0023,0.002,1.0
5.35009,0.2859,5.0055,0.0031,0.0031,1.0
5.37509,0.3258,5.0063,0.0033,0.001,1.0
5.40016,0.3655,4.9743,0.0034,0.0005,1.0
5.42514,0.4055,5.0297,0.0032,-0.001,1.0
5.45009,0.4452,4.9973,0.0031,-0.0005,1.0
5.47508,0.4848,4.99,0.0029,-0.0005,1.0
5.50011,0.5247,5.0005,0.0032,0.001,1.0
5.52519,0.5645,4.9911,0.0032,0.0,1.0
5.55014,0.6044,5.0161,0.0033,0.0005,1.0
5.57513,0.6442,5.0085,0.0043,0.0041,1.0
5.60014,0.6839,4.9866,0.0055,0.0051,1.0
5.62514,0.6944,1.3153,0.006,0.002,0.8306
5.65009,0.6944,0.0,0.006,0.0,0.3108
5.67513,0.6944,0.0,0.0051,-0.0036,0.1468
5.70009,0.6944,0.0,0.0059,0.0031,0.0657
5.72514,0.6944,0.0,0.0057,-0.0005,0.0882
5.7501,0.6944,0.0,0.006,0.001,0.0753
5.77515,0.6944,0.0,0.0059,-0.0005,0.0873
5.80009,0.6944,0.0,0.0059,0.0,0.0843
5.8251,0.6944,0.0,0.0055,-0.0015,0.1
5.85009,0.6944,0.0,0.0038,-0.0072,0.1638
5.8752,0.6944,0.0,0.0013,-0.0102,0.2128
5.90009,0.6944,0.0,-0.0046,-0.0251,0.3814
5.92514,0.6944,0.0,-0.0166,-0.0501,0.7093
5.95009,0.6944,0.0,-0.0331,-0.069,1.0
5.97513,0.6944,0.0,-0.0513,-0.0762,1.0
6.00009,0.6944,0.0,-0.0703,-0.0798,1.0
6.02509,0.6944,0.0,-0.092,-0.091,1.0
6.05008,0.6944,0.0,-0.1207,-0.1202,1.0
6.07511,0.6944,0.0,-0.1576,-0.1544,1.0
6.10227,0.6944,0.0,-0.2058,-0.202,1.0
6.12513,0.6944,0.0,-0.2524,-0.1953,0.8669
6.15009,0.6944,0.0,-0.3088,-0.2362,0.4452
6.1751,0.6944,0.0,-0.3708,-0.2598,-0.1984
6.20009,0.6886,-0.7269,-0.4423,-0.2991,-0.6844
6.22509,0.6622,-3.3187,-0.5222,-0.3349,-1.0
6.25008,0.6223,-5.0073,-0.5979,-0.317,-1.0
6.27518,0.5827,-4.969,-0.6517,-0.2255,-1.0
6.30008,0.5427,-5.0451,-0.6838,-0.1345,-1.0
6.32521,0.5031,-4.9435,-0.701,-0.0721,-1.0
6.35009,0.4631,-5.0512,-0.7144,-0.0557,-1.0
6.37512,0.4234,-4.9795,-0.7334,-0.0798,-1.0
6.40008,0.3836,-5.0166,-0.7607,-0.1145,-1.0
6.42509,0.3439,-4.9853,-0.7917,-0.1299,-1.0
6.45082,0.3041,-4.8649,-0.8246,-0.1375,-1.0
6.47514,0.2631,-5.2866,-0.8467,-0.0926,-1.0
6.50009,0.2244,-4.8795,-0.8694,-0.0951,-1.0
6.52509,0.1847,-4.9885,-0.8907,-0.0895,-0.9207
6.5501,0.145,-4.984,-0.912,-0.089,-0.7604
6.57523,0.1052,-4.9813,-0.9354,-0.0982,-0.5393
6.60009,0.0652,-5.0555,-0.9548,-0.0813,-0.2632
6.62509,0.0256,-4.968,-0.969,-0.0593,-0.027
6.6501,-0.0142,-5.0044,-0.9795,-0.044,0.1028
6.67524,-0.0509,-4.5888,-0.9913,-0.0496,0.221
6.70013,-0.0813,-3.8257,0.9971,-0.0486,0.2884
6.72508,-0.1027,-2.6948,0.9857,-0.0476,0.3227
6.75009,-0.1145,-1.492,0.9727,-0.0547,0.3081
6.7751,-0.1172,-0.3336,0.9562,-0.069,0.2678
6.80009,-0.1119,0.668,0.943,-0.0552,0.2089
6.82514,-0.1005,1.4302,0.9246,-0.0772,0.1886
6.85015,-0.0833,2.1589,0.8993,-0.1058,0.2102
6.87509,-0.0598,2.9523,0.8763,-0.0961,0.2124
6.90009,-0.0302,3.7311,0.8553,-0.0879,0.2094
6.92522,0.0059,4.5122,0.8279,-0.115,0.2399
6.95014,0.0459,5.0432,0.7961,-0.1329,0.3067
6.97508,0.0856,4.9987,0.7621,-0.1427,0.3883
7.00011,0.1253,4.9819,0.7273,-0.1457,0.4544
7.0251,0.1652,5.008,0.6979,-0.1232,0.5069
7.05009,0.2048,4.9902,0.6716,-0.1099,0.5445
7.07508,0.2447,5.0077,0.6433,-0.1186,0.5735
7.10008,0.2844,4.9873,0.6139,-0.1232,0.6042
7.1251,0.3242,5.003,0.5869,1.0,1.0
7.15009,0.3641,5.0087,0.564,-0.0961,0.7065
7.17515,0.4037,4.9767,0.5441,-0.0833,0.6703
7.20008,0.4436,5.0197,0.5249,-0.0803,0.6763
7.22509,0.4833,4.987,0.5054,-0.0818,0.6783
7.2501,0.5231,5.0046,0.4916,-0.0578,0.6923
7.27513,0.563,5.0009,0.4845,-0.0297,0.7079
7.30009,0.6028,5.0156,0.4846,0.0005,0.7133
7.32508,0.6425,4.9874,0.4988,0.0593,0.7113
7.35016,0.6823,4.9911,0.5325,0.1411,0.7101
7.37515,0.6944,1.5127,0.588,0.2327,0.281
7.40009,0.6944,0.0,0.6587,-1.0,0.2811
7.42509,0.6944,0.0,0.7289,0.294,-0.0774
7.4501,0.6922,-0.2748,0.7909,0.2598,-0.3131
7.47514,0.6805,-1.47,0.8464,0.2327,-0.5529
7.50013,0.6522,-3.5555,0.8975,0.2137,-0.7372
7.52514,0.6125,-4.9851,0.937,0.1657,-0.8313
7.55008,0.5727,-5.0183,0.9683,0.1309,-0.8208
7.5751,0.533,-4.985,0.9893,0.0879,-0.7889
7.6001,0.4931,-5.007,-0.995,0.066,-0.7705
7.62514,0.4534,-4.9779,-0.984,0.046,-0.7537
7.6501,0.4134,-5.0361,-0.9847,-0.0031,-0.6959
7.67509,0.3738,-4.9881,-0.9932,-0.0353,-0.5961
7.70008,0.3341,-4.9898,0.9985,-0.0348,-0.4843
7.7251,0.2942,-5.002,0.995,-0.0148,-0.3768
7.75009,0.2544,-5.0093,0.9922,-0.0118,-0.2717
7.77509,0.2147,-4.9885,0.9907,-0.0061,-0.1956
7.80009,0.1748,-5.006,0.9901,-0.0026,-0.1251
7.8251,0.135,-5.0047,0.9907,0.0026,-0.0561
7.85009,0.0953,-4.9888,0.9918,0.0046,0.0048
7.87513,0.0556,-4.9808,0.9938,0.0082,0.0629
7.90008,0.0178,-4.7604,0.9962,0.0102,0.1293
7.92509,-0.0161,-4.2593,0.9987,0.0102,0.1836
7.95009,-0.0445,-3.5731,-0.9985,0.0118,0.216
7.97513,-0.0664,-2.7452,-0.9965,0.0087,0.2226
8.00008,-0.0819,-1.9472,-0.9945,0.0082,0.1913
